date,r_pct,sigma_pct
2020-01-02,0.83438953623158,1.455514425047894
2020-01-03,-0.70849093649538,1.4555144250479652
2020-01-06,0.35271451942726,1.4555144250479906
2020-01-07,-0.28071750845946,1.4555144250479288
2020-01-08,0.48904734856413995,1.4555144250479042
2020-01-09,0.66332141169063,1.455514425047906
2020-01-10,-0.28592624875063,1.4555144250479344
2020-01-13,0.69519940459343,1.455514425047907
2020-01-14,-0.15156808368956,1.4555144250479408
2020-01-15,0.18684502436876,1.4555144250478993
2020-01-16,0.83317474222326,1.4555144250478773
2020-01-17,0.38547232474837,1.4555144250479577
2020-01-21,-0.26555003695847,1.4555144250479173
2020-01-22,0.028903429668140003,1.4555144250478977
2020-01-23,0.1140326193358,1.455514425047874
2020-01-24,-0.90832894261936,1.4555144250478642
2020-01-27,-1.58557523568436,1.4555144250479979
2020-01-28,1.00033835003525,1.4555144250483225
2020-01-29,-0.08672501435853,1.455514425048198
2020-01-30,0.31294569302104003,1.4555144250480094
2020-01-31,-1.78644435713621,1.455514425047934
2020-02-03,0.7228425761232,1.4555144250483996
2020-02-04,1.4869315917506298,1.455514425048164
2020-02-05,1.11877786589733,1.4555144250483034
2020-02-06,0.33201550570023,1.4555144250482257
2020-02-07,-0.54154910094599,1.455514425048031
2020-02-10,0.72996901205737,1.4555144250479857
2020-02-11,0.16870486860032,1.4555144250479828
2020-02-12,0.6441853105203,1.4555144250479137
2020-02-13,-0.16317763599893,1.4555144250479344
2020-02-14,0.18418360984853,1.4555144250478969
2020-02-18,-0.2924213986148,1.4555144250478762
2020-02-19,0.46947482842849,1.4555144250478822
2020-02-20,-0.38228174279967997,1.4555144250478935
2020-02-21,-1.0573809232820202,1.4555144250479004
2020-02-24,-3.4088079420440502,1.4555144250480605
2020-02-25,-3.07479043753531,1.4555144250497531
2020-02-26,-0.37856973235292,1.455514425050169
2020-02-27,-4.51681363522622,1.4555144250489056
2020-02-28,-0.82724631096526,1.4555144250514698
2020-03-02,4.50108687694132,1.455514425049569
2020-03-03,-2.85104849229149,1.4555144250516046
2020-03-04,4.1336349360634,1.4555144250507837
2020-03-05,-3.4510782439982104,1.4555144250516678
2020-03-06,-1.7200943652385399,1.455514425051392
2020-03-09,-7.9010412940371895,1.4555144250498917
2020-03-10,4.82150524258591,1.455514425058304
2020-03-11,-5.01028928086055,1.4555144250559118
2020-03-12,-9.99448524024728,1.4555144250552838
2020-03-13,8.88084069492354,1.4555144250663776
2020-03-16,-12.7652197472817,1.4555144250678194
2020-03-17,5.82263126356918,1.4555144250814844
2020-03-18,-5.3222272332080305,1.4555144250677514
2020-03-19,0.46967609704012997,1.4555144250610086
2020-03-20,-4.43276240533672,1.4555144250536953
2020-03-23,-2.97315010095768,1.455514425053472
2020-03-24,8.9683232517963,1.4555144250517182
2020-03-25,1.14689904208225,1.4555144250615746
2020-03-26,6.05438310742467,1.4555144250541006
2020-03-27,-3.42678455416267,1.45551442505606
2020-03-30,3.29665905699751,1.4555144250533076
2020-03-31,-1.6142310788415701,1.4555144250518568
2020-04-01,-4.51463627327868,1.4555144250500422
2020-04-02,2.25726570569602,1.4555144250519692
2020-04-03,-1.5252860825945,1.4555144250504093
2020-04-06,6.7968244144831,1.4555144250493588
2020-04-07,-0.16043390483631,1.455514425055394
2020-04-08,3.3489371191285104,1.455514425051194
2020-04-09,1.43834703036995,1.4555144250509742
2020-04-13,-1.0156059444677001,1.4555144250495247
2020-04-14,3.01145595723069,1.4555144250487646
2020-04-15,-2.2276732672368698,1.4555144250495815
2020-04-16,0.5799837839541401,1.4555144250494019
2020-04-17,2.64409320213205,1.4555144250485812
2020-04-20,-1.8042845615347798,1.455514425049192
2020-04-21,-3.11551152363307,1.4555144250489653
2020-04-22,2.26713005821368,1.4555144250498595
2020-04-23,-0.0539567660196,1.4555144250494834
2020-04-24,1.38220905668395,1.4555144250485763
2020-04-27,1.46068681817359,1.455514425048442
2020-04-28,-0.5256170190484,1.4555144250484149
2020-04-29,2.62367040450737,1.4555144250481526
2020-04-30,-0.92551433190548,1.4555144250489869
2020-05-01,-2.84602110147762,1.455514425048499
2020-05-04,0.42408225788497,1.4555144250494065
2020-05-05,0.89999351977798,1.455514425048562
2020-05-06,-0.70038803990426,1.4555144250482766
2020-05-07,1.14389557548904,1.4555144250481264
2020-05-08,1.6730795065226,1.4555144250481558
2020-05-11,0.01330693667913,1.4555144250483858
2020-05-12,-2.07133657720479,1.45551442504809
2020-05-13,-1.76169966242802,1.4555144250486387
2020-05-14,1.1458917804072,1.4555144250486973
2020-05-15,0.39186752037227,1.4555144250484087
2020-05-18,3.10152087700732,1.4555144250481173
2020-05-19,-1.05397477115989,1.4555144250493772
2020-05-20,1.6513990613415,1.455514425048712
2020-05-21,-0.78039683099531,1.455514425048621
2020-05-22,0.23509456868122,1.4555144250482979
2020-05-26,1.22142850214599,1.4555144250480558
2020-05-27,1.47184474903152,1.455514425048151
2020-05-28,-0.21101393249196,1.4555144250482912
2020-05-29,0.48007935523077,1.455514425048058
2020-06-01,0.37442164783634,1.4555144250479728
